trip_id,date,entry_station,exit_station,passenger_type,duration_min,peak_hour,fare
133,2025-01-03,S25,S13,SC,60,False,300.0
134,2025-01-03,S41,S32,R,45,False,450.0
135,2025-01-03,S21,S19,R,10,False,100.0
136,2025-01-03,S23,S37,S,70,True,336.0
137,2025-01-03,S42,S41,R,5,True,60.0
138,2025-01-03,S36,S10,S,130,True,624.0
139,2025-01-03,S10,S49,R,195,False,1950.0
140,2025-01-03,S41,S38,S,15,False,60.0
141,2025-01-03,S45,S40,SC,25,False,125.0
142,2025-01-03,S19,S12,SC,35,True,210.0
143,2025-01-03,S12,S43,S,155,True,744.0
144,2025-01-03,S24,S35,S,55,True,264.0
145,2025-01-03,S4,S19,R,75,False,750.0
146,2025-01-03,S48,S34,SC,70,False,350.0
147,2025-01-03,S34,S37,R,15,False,150.0
148,2025-01-03,S30,S34,SC,20,True,120.0
149,2025-01-03,S43,S9,R,170,True,2040.0
150,2025-01-03,S30,S47,SC,85,False,425.0
151,2025-01-04,S50,S18,R,160,False,1600.0
152,2025-01-04,S48,S7,R,205,False,2050.0
153,2025-01-04,S48,S9,R,195,True,2340.0
154,2025-01-04,S5,S50,S,225,True,1080.0
155,2025-01-04,S42,S10,S,160,True,768.0
156,2025-01-04,S12,S44,R,160,False,1600.0
157,2025-01-04,S10,S6,SC,20,False,100.0
158,2025-01-04,S29,S5,R,120,True,1440.0
159,2025-01-04,S13,S44,S,155,False,620.0
160,2025-01-04,S13,S3,R,50,True,600.0
161,2025-01-04,S47,S17,R,150,False,1500.0
162,2025-01-04,S29,S31,R,10,True,120.0
163,2025-01-04,S40,S34,R,30,False,300.0
164,2025-01-04,S19,S42,SC,115,True,690.0
165,2025-01-04,S48,S13,R,175,False,1750.0
166,2025-01-04,S32,S2,R,150,True,1800.0
167,2025-01-04,S37,S41,S,20,True,96.0
168,2025-01-04,S8,S14,R,30,False,300.0
169,2025-01-04,S49,S46,S,15,False,60.0
170,2025-01-04,S42,S46,R,20,False,200.0
171,2025-01-04,S18,S29,R,55,False,550.0
172,2025-01-04,S26,S50,R,120,True,1440.0
173,2025-01-04,S3,S44,S,205,True,984.0
174,2025-01-04,S33,S23,SC,50,True,300.0
175,2025-01-04,S5,S34,S,145,True,696.0
176,2025-01-04,S9,S7,SC,10,True,60.0
177,2025-01-04,S30,S42,SC,60,False,300.0
178,2025-01-04,S35,S18,SC,85,True,510.0
179,2025-01-04,S26,S49,SC,115,False,575.0
180,2025-01-04,S21,S45,S,120,False,480.0
181,2025-01-04,S1,S25,R,120,False,1200.0
182,2025-01-04,S40,S29,S,55,True,264.0
183,2025-01-04,S49,S35,R,70,True,840.0
184,2025-01-04,S9,S17,R,40,True,480.0
185,2025-01-04,S34,S15,S,95,False,380.0
186,2025-01-04,S9,S5,SC,20,True,120.0
187,2025-01-04,S50,S47,SC,15,False,75.0
188,2025-01-04,S25,S13,SC,60,True,360.0
189,2025-01-04,S17,S6,S,55,False,220.0
190,2025-01-04,S1,S28,R,135,False,1350.0
191,2025-01-04,S10,S28,SC,90,True,540.0
192,2025-01-04,S6,S8,S,10,False,40.0
193,2025-01-04,S46,S2,R,220,False,2200.0
194,2025-01-04,S3,S18,SC,75,False,375.0
195,2025-01-04,S38,S46,SC,40,False,200.0
196,2025-01-04,S29,S37,R,40,False,400.0
197,2025-01-04,S8,S40,SC,160,False,800.0
198,2025-01-04,S47,S41,SC,30,True,180.0
199,2025-01-04,S32,S31,S,5,False,20.0
200,2025-01-04,S31,S3,SC,140,True,840.0
201,2025-01-05,S17,S33,R,80,True,960.0
202,2025-01-05,S16,S27,SC,55,True,330.0
203,2025-01-05,S47,S33,S,70,True,336.0
204,2025-01-05,S1,S40,R,195,False,1950.0
205,2025-01-05,S50,S46,S,20,False,80.0
206,2025-01-05,S43,S38,R,25,True,300.0
207,2025-01-05,S24,S2,R,110,True,1320.0
208,2025-01-05,S16,S43,S,135,False,540.0
209,2025-01-05,S27,S32,R,25,True,300.0
210,2025-01-05,S44,S49,R,25,False,250.0
211,2025-01-05,S26,S14,R,60,False,600.0
212,2025-01-05,S18,S15,R,15,False,150.0
213,2025-01-05,S9,S7,S,10,False,40.0
214,2025-01-05,S28,S29,R,5,False,50.0
215,2025-01-05,S9,S2,R,35,False,350.0
216,2025-01-05,S18,S16,R,10,False,100.0
217,2025-01-05,S19,S2,S,85,False,340.0
218,2025-01-05,S22,S45,S,115,False,460.0
219,2025-01-05,S22,S36,R,70,False,700.0
220,2025-01-05,S44,S50,R,30,False,300.0
221,2025-01-05,S7,S6,SC,5,False,25.0
222,2025-01-05,S16,S27,SC,55,False,275.0
223,2025-01-05,S46,S5,S,205,True,984.0
224,2025-01-05,S34,S29,SC,25,True,150.0
225,2025-01-05,S41,S6,R,175,False,1750.0
226,2025-01-05,S19,S25,S,30,True,144.0
227,2025-01-05,S20,S9,SC,55,False,275.0
228,2025-01-05,S30,S13,SC,85,True,510.0
229,2025-01-05,S34,S41,S,35,True,168.0
230,2025-01-05,S21,S45,S,120,False,480.0
231,2025-01-05,S37,S10,SC,135,False,675.0
232,2025-01-05,S23,S42,R,95,False,950.0
233,2025-01-05,S38,S22,R,80,False,800.0
234,2025-01-05,S45,S2,SC,215,False,1075.0
235,2025-01-05,S39,S16,R,115,True,1380.0
236,2025-01-05,S43,S23,R,100,False,1000.0
237,2025-01-05,S36,S4,SC,160,False,800.0
238,2025-01-05,S35,S42,S,35,True,168.0
239,2025-01-05,S17,S25,S,40,True,192.0
240,2025-01-05,S46,S14,R,160,False,1600.0
241,2025-01-05,S19,S47,R,140,True,1680.0
242,2025-01-05,S44,S25,R,95,False,950.0
243,2025-01-05,S42,S6,S,180,False,720.0
244,2025-01-05,S34,S18,S,80,False,320.0
245,2025-01-05,S16,S29,R,65,True,780.0
246,2025-01-05,S22,S34,SC,60,True,360.0
247,2025-01-05,S34,S19,SC,75,True,450.0
248,2025-01-05,S39,S18,SC,105,True,630.0
249,2025-01-05,S19,S32,S,65,True,312.0
250,2025-01-05,S18,S20,R,10,False,100.0
251,2025-01-06,S6,S23,SC,85,False,425.0
252,2025-01-06,S13,S14,SC,5,True,30.0
253,2025-01-06,S44,S30,SC,70,True,420.0
254,2025-01-06,S17,S11,S,30,False,120.0
255,2025-01-06,S45,S15,R,150,True,1800.0
256,2025-01-06,S8,S33,S,125,True,600.0
257,2025-01-06,S40,S38,R,10,True,120.0
258,2025-01-06,S17,S15,R,10,False,100.0
259,2025-01-06,S5,S7,SC,10,True,60.0
260,2025-01-06,S15,S25,R,50,True,600.0
261,2025-01-06,S15,S35,S,100,False,400.0
262,2025-01-06,S50,S14,S,180,True,864.0
263,2025-01-06,S2,S23,S,105,True,504.0
264,2025-01-06,S36,S30,S,30,True,144.0
265,2025-01-06,S14,S2,S,60,True,288.0
266,2025-01-06,S26,S24,S,10,True,48.0
267,2025-01-06,S38,S2,S,180,True,864.0
268,2025-01-06,S13,S30,SC,85,False,425.0
269,2025-01-06,S18,S25,SC,35,True,210.0
270,2025-01-06,S2,S7,SC,25,True,150.0
271,2025-01-06,S2,S23,SC,105,False,525.0
272,2025-01-06,S39,S44,R,25,True,300.0
273,2025-01-06,S19,S43,R,120,True,1440.0
274,2025-01-06,S2,S22,SC,100,False,500.0
275,2025-01-06,S4,S42,S,190,False,760.0
276,2025-01-06,S29,S3,S,130,True,624.0
277,2025-01-06,S29,S9,S,100,False,400.0
278,2025-01-06,S7,S47,R,200,False,2000.0
279,2025-01-06,S42,S29,R,65,True,780.0
280,2025-01-06,S15,S2,R,65,True,780.0
281,2025-01-06,S37,S21,SC,80,False,400.0
282,2025-01-06,S2,S13,SC,55,False,275.0
283,2025-01-06,S16,S17,R,5,False,50.0
284,2025-01-06,S39,S25,S,70,False,280.0
285,2025-01-06,S39,S15,SC,120,True,720.0
286,2025-01-06,S19,S47,SC,140,False,700.0
287,2025-01-06,S8,S4,SC,20,False,100.0
288,2025-01-06,S25,S38,S,65,True,312.0
289,2025-01-06,S11,S30,S,95,False,380.0
290,2025-01-06,S25,S27,SC,10,False,50.0
291,2025-01-06,S30,S7,R,115,False,1150.0
292,2025-01-06,S47,S17,R,150,False,1500.0
293,2025-01-06,S26,S1,SC,125,True,750.0
294,2025-01-06,S8,S1,SC,35,False,175.0
295,2025-01-06,S2,S22,R,100,False,1000.0
296,2025-01-06,S13,S14,S,5,False,20.0
297,2025-01-06,S36,S15,S,105,True,504.0
298,2025-01-06,S40,S50,SC,50,False,250.0
299,2025-01-06,S12,S21,S,45,True,216.0
300,2025-01-06,S18,S48,SC,150,False,750.0
301,2025-01-07,S39,S11,R,140,False,1400.0
302,2025-01-07,S29,S16,S,65,False,260.0
303,2025-01-07,S18,S1,R,85,True,1020.0
304,2025-01-07,S10,S43,SC,165,True,990.0
305,2025-01-07,S41,S40,SC,5,False,25.0
306,2025-01-07,S32,S34,R,10,True,120.0
307,2025-01-07,S40,S19,R,105,False,1050.0
308,2025-01-07,S1,S40,R,195,False,1950.0
309,2025-01-07,S40,S11,SC,145,False,725.0
310,2025-01-07,S43,S24,SC,95,False,475.0
311,2025-01-07,S17,S9,SC,40,False,200.0
312,2025-01-07,S44,S46,S,10,True,48.0
313,2025-01-07,S41,S16,S,125,True,600.0
314,2025-01-07,S9,S25,S,80,True,384.0
315,2025-01-07,S31,S29,R,10,True,120.0
316,2025-01-07,S5,S4,SC,5,False,25.0
317,2025-01-07,S1,S9,S,40,True,192.0
318,2025-01-07,S48,S11,R,185,True,2220.0
319,2025-01-07,S50,S20,SC,150,True,900.0
320,2025-01-07,S2,S6,SC,20,True,120.0
321,2025-01-07,S27,S7,R,100,False,1000.0
322,2025-01-07,S38,S32,R,30,True,360.0
323,2025-01-07,S18,S11,S,35,True,168.0
324,2025-01-07,S38,S39,S,5,False,20.0
325,2025-01-07,S37,S43,R,30,True,360.0
326,2025-01-07,S31,S49,R,90,False,900.0
327,2025-01-07,S13,S33,SC,100,True,600.0
328,2025-01-07,S44,S7,R,185,True,2220.0
329,2025-01-07,S34,S4,R,150,False,1500.0
330,2025-01-07,S36,S48,S,60,False,240.0
331,2025-01-07,S46,S24,SC,110,True,660.0
332,2025-01-07,S29,S44,SC,75,False,375.0
333,2025-01-07,S39,S4,SC,175,True,1050.0
334,2025-01-07,S50,S32,SC,90,False,450.0
335,2025-01-07,S39,S31,S,40,True,192.0
336,2025-01-07,S14,S40,R,130,False,1300.0
337,2025-01-07,S8,S9,S,5,True,24.0
338,2025-01-07,S47,S14,SC,165,True,990.0
339,2025-01-07,S9,S12,R,15,False,150.0
340,2025-01-07,S35,S6,R,145,False,1450.0
341,2025-01-07,S45,S19,R,130,True,1560.0
342,2025-01-07,S43,S3,S,200,True,960.0
343,2025-01-07,S47,S49,R,10,False,100.0
344,2025-01-07,S27,S48,SC,105,False,525.0
345,2025-01-07,S1,S6,SC,25,False,125.0
346,2025-01-07,S37,S16,R,105,True,1260.0
347,2025-01-07,S31,S40,SC,45,True,270.0
348,2025-01-07,S46,S36,S,50,True,240.0
349,2025-01-07,S42,S46,S,20,True,96.0
350,2025-01-07,S48,S10,S,190,False,760.0
351,2025-01-08,S30,S22,R,40,True,480.0
352,2025-01-08,S48,S40,R,40,True,480.0
353,2025-01-08,S46,S35,SC,55,True,330.0
354,2025-01-08,S46,S48,S,10,True,48.0
355,2025-01-08,S15,S34,R,95,False,950.0
356,2025-01-08,S3,S12,S,45,True,216.0
357,2025-01-08,S43,S26,R,85,True,1020.0
358,2025-01-08,S13,S38,S,125,False,500.0
359,2025-01-08,S43,S9,SC,170,True,1020.0
360,2025-01-08,S6,S35,S,145,False,580.0
361,2025-01-08,S21,S27,S,30,True,144.0
362,2025-01-08,S48,S4,SC,220,False,1100.0
363,2025-01-08,S13,S43,S,150,False,600.0
364,2025-01-08,S6,S48,SC,210,False,1050.0
365,2025-01-08,S49,S9,S,200,True,960.0
366,2025-01-08,S25,S44,R,95,True,1140.0
367,2025-01-08,S42,S10,S,160,False,640.0
368,2025-01-08,S50,S11,SC,195,True,1170.0
369,2025-01-08,S35,S38,SC,15,True,90.0
370,2025-01-08,S6,S25,R,95,True,1140.0
371,2025-01-08,S17,S36,R,95,False,950.0
372,2025-01-08,S3,S39,S,180,True,864.0
373,2025-01-08,S19,S36,S,85,False,340.0
374,2025-01-08,S16,S30,S,70,False,280.0
375,2025-01-08,S34,S38,R,20,True,240.0
376,2025-01-08,S10,S25,SC,75,False,375.0
377,2025-01-08,S44,S37,S,35,False,140.0
378,2025-01-08,S21,S46,R,125,True,1500.0
379,2025-01-08,S8,S39,S,155,True,744.0
380,2025-01-08,S16,S11,SC,25,True,150.0
381,2025-01-08,S8,S40,S,160,True,768.0
382,2025-01-08,S37,S48,S,55,False,220.0
383,2025-01-08,S5,S20,R,75,True,900.0
384,2025-01-08,S6,S46,SC,200,True,1200.0
385,2025-01-08,S30,S31,R,5,False,50.0
386,2025-01-08,S11,S8,S,15,True,72.0
387,2025-01-08,S37,S2,R,175,False,1750.0
388,2025-01-08,S27,S50,S,115,False,460.0
389,2025-01-08,S18,S47,R,145,True,1740.0
390,2025-01-08,S44,S15,SC,145,False,725.0
391,2025-01-08,S8,S12,R,20,True,240.0
392,2025-01-08,S5,S49,S,220,False,880.0
393,2025-01-08,S38,S48,SC,50,False,250.0
394,2025-01-08,S13,S37,R,120,False,1200.0
395,2025-01-08,S38,S19,R,95,True,1140.0
396,2025-01-08,S48,S32,S,80,True,384.0
397,2025-01-08,S19,S40,R,105,True,1260.0
398,2025-01-08,S23,S42,R,95,True,1140.0
399,2025-01-08,S21,S35,S,70,False,280.0
400,2025-01-08,S3,S50,R,235,True,2820.0
401,2025-01-09,S50,S37,SC,65,True,390.0
402,2025-01-09,S18,S27,S,45,True,216.0
403,2025-01-09,S25,S35,S,50,False,200.0
404,2025-01-09,S5,S34,R,145,False,1450.0
405,2025-01-09,S16,S12,SC,20,False,100.0
406,2025-01-09,S49,S41,SC,40,True,240.0
407,2025-01-09,S50,S15,R,175,False,1750.0
408,2025-01-09,S19,S23,S,20,False,80.0
409,2025-01-09,S2,S36,SC,170,True,1020.0
410,2025-01-09,S19,S11,S,40,True,192.0
411,2025-01-09,S50,S39,S,55,True,264.0
412,2025-01-09,S37,S6,R,155,True,1860.0
413,2025-01-09,S21,S30,S,45,True,216.0
414,2025-01-09,S26,S46,R,100,False,1000.0
415,2025-01-09,S5,S8,S,15,False,60.0
416,2025-01-09,S4,S30,R,130,True,1560.0
417,2025-01-09,S14,S39,SC,125,False,625.0
418,2025-01-09,S43,S15,SC,140,True,840.0
419,2025-01-09,S49,S27,S,110,True,528.0
420,2025-01-09,S16,S48,SC,160,False,800.0
421,2025-01-09,S33,S17,S,80,False,320.0
422,2025-01-09,S28,S19,SC,45,False,225.0
423,2025-01-09,S20,S2,SC,90,True,540.0
424,2025-01-09,S44,S31,R,65,False,650.0
425,2025-01-09,S13,S33,SC,100,False,500.0
426,2025-01-09,S5,S48,SC,215,False,1075.0
427,2025-01-09,S41,S13,R,140,False,1400.0
428,2025-01-09,S46,S28,S,90,True,432.0
429,2025-01-09,S18,S16,R,10,False,100.0
430,2025-01-09,S30,S21,SC,45,True,270.0
431,2025-01-09,S39,S49,SC,50,False,250.0
432,2025-01-09,S4,S12,SC,40,True,240.0
433,2025-01-09,S21,S15,R,30,False,300.0
434,2025-01-09,S43,S3,S,200,True,960.0
435,2025-01-09,S14,S31,S,85,True,408.0
436,2025-01-09,S7,S29,S,110,False,440.0
437,2025-01-09,S7,S40,SC,165,False,825.0
438,2025-01-09,S18,S33,SC,75,False,375.0
439,2025-01-09,S44,S48,S,20,True,96.0
440,2025-01-09,S28,S49,R,105,False,1050.0
441,2025-01-09,S4,S15,R,55,False,550.0
442,2025-01-09,S40,S36,S,20,False,80.0
443,2025-01-09,S29,S35,S,30,False,120.0
444,2025-01-09,S36,S38,R,10,False,100.0
445,2025-01-09,S30,S38,S,40,True,192.0
446,2025-01-09,S10,S23,SC,65,True,390.0
447,2025-01-09,S20,S46,R,130,True,1560.0
448,2025-01-09,S41,S23,R,90,False,900.0
449,2025-01-09,S49,S7,S,210,True,1008.0
450,2025-01-09,S20,S4,SC,80,True,480.0
451,2025-01-10,S8,S29,S,105,True,504.0
452,2025-01-10,S47,S30,SC,85,True,510.0
453,2025-01-10,S47,S21,S,130,True,624.0
454,2025-01-10,S19,S7,S,60,True,288.0
455,2025-01-10,S18,S3,R,75,True,900.0
456,2025-01-10,S44,S15,R,145,True,1740.0
457,2025-01-10,S33,S2,S,155,False,620.0
458,2025-01-10,S2,S6,S,20,False,80.0
459,2025-01-10,S16,S18,SC,10,False,50.0
460,2025-01-10,S40,S26,R,70,True,840.0
461,2025-01-10,S42,S12,R,150,True,1800.0
462,2025-01-10,S49,S37,R,60,False,600.0
463,2025-01-10,S23,S10,SC,65,True,390.0
464,2025-01-10,S19,S23,R,20,False,200.0
465,2025-01-10,S11,S4,S,35,False,140.0
466,2025-01-10,S49,S36,S,65,True,312.0
467,2025-01-10,S49,S22,SC,135,False,675.0
468,2025-01-10,S7,S28,SC,105,False,525.0
469,2025-01-10,S26,S43,R,85,False,850.0
470,2025-01-10,S40,S43,R,15,True,180.0
471,2025-01-10,S27,S7,S,100,False,400.0
472,2025-01-10,S27,S7,R,100,True,1200.0
473,2025-01-10,S50,S41,R,45,False,450.0
474,2025-01-10,S2,S24,R,110,False,1100.0
475,2025-01-10,S45,S47,SC,10,False,50.0
476,2025-01-10,S31,S43,R,60,False,600.0
477,2025-01-10,S20,S8,R,60,True,720.0
478,2025-01-10,S4,S46,R,210,False,2100.0
479,2025-01-10,S9,S18,S,45,False,180.0
480,2025-01-10,S34,S4,R,150,True,1800.0
481,2025-01-10,S8,S31,S,115,True,552.0
482,2025-01-10,S27,S41,R,70,False,700.0
483,2025-01-10,S11,S8,SC,15,False,75.0
484,2025-01-10,S21,S2,SC,95,False,475.0
485,2025-01-10,S35,S34,R,5,True,60.0
486,2025-01-10,S12,S40,R,140,True,1680.0
487,2025-01-10,S3,S34,SC,155,True,930.0
488,2025-01-10,S1,S25,R,120,True,1440.0
489,2025-01-10,S17,S29,SC,60,True,360.0
490,2025-01-10,S24,S14,R,50,True,600.0
491,2025-01-10,S47,S33,S,70,True,336.0
492,2025-01-10,S43,S28,R,75,True,900.0
493,2025-01-10,S7,S16,R,45,False,450.0
494,2025-01-10,S43,S20,R,115,True,1380.0
495,2025-01-10,S50,S21,R,145,True,1740.0
496,2025-01-10,S12,S20,SC,40,True,240.0
497,2025-01-10,S25,S17,S,40,False,160.0
498,2025-01-10,S32,S39,SC,35,False,175.0
499,2025-01-10,S29,S5,R,120,False,1200.0
500,2025-01-10,S9,S15,R,30,True,360.0
501,2025-01-11,S30,S21,S,45,False,180.0
502,2025-01-11,S17,S11,S,30,False,120.0
503,2025-01-11,S8,S38,R,150,False,1500.0
504,2025-01-11,S27,S36,SC,45,True,270.0
505,2025-01-11,S11,S18,SC,35,True,210.0
506,2025-01-11,S42,S4,S,190,True,912.0
507,2025-01-11,S39,S4,SC,175,False,875.0
508,2025-01-11,S22,S14,R,40,False,400.0
509,2025-01-11,S7,S35,S,140,True,672.0
510,2025-01-11,S44,S15,R,145,True,1740.0
511,2025-01-11,S9,S23,S,70,False,280.0
512,2025-01-11,S37,S26,R,55,True,660.0
513,2025-01-11,S7,S35,S,140,False,560.0
514,2025-01-11,S11,S38,SC,135,False,675.0
515,2025-01-11,S45,S23,S,110,True,528.0
516,2025-01-11,S28,S15,R,65,True,780.0
517,2025-01-11,S8,S22,SC,70,True,420.0
518,2025-01-11,S43,S50,S,35,False,140.0
519,2025-01-11,S8,S24,S,80,False,320.0
520,2025-01-11,S34,S25,S,45,False,180.0
521,2025-01-11,S38,S7,SC,155,False,775.0
522,2025-01-11,S12,S47,SC,175,True,1050.0
523,2025-01-11,S38,S24,SC,70,False,350.0
524,2025-01-11,S38,S10,S,140,False,560.0
525,2025-01-11,S15,S7,R,40,True,480.0
526,2025-01-11,S14,S24,R,50,True,600.0
527,2025-01-11,S16,S31,R,75,True,900.0
528,2025-01-11,S45,S22,SC,115,True,690.0
529,2025-01-11,S26,S7,SC,95,False,475.0
530,2025-01-11,S13,S48,SC,175,True,1050.0
531,2025-01-11,S34,S15,SC,95,True,570.0
532,2025-01-11,S9,S45,R,180,True,2160.0
533,2025-01-11,S12,S16,SC,20,False,100.0
534,2025-01-11,S28,S27,SC,5,False,25.0
535,2025-01-11,S26,S16,S,50,True,240.0
536,2025-01-11,S9,S19,SC,50,True,300.0
537,2025-01-11,S1,S16,SC,75,False,375.0
538,2025-01-11,S32,S42,R,50,False,500.0
539,2025-01-11,S8,S10,S,10,True,48.0
540,2025-01-11,S32,S4,SC,140,False,700.0
541,2025-01-11,S26,S6,SC,100,True,600.0
542,2025-01-11,S30,S3,R,135,False,1350.0
543,2025-01-11,S21,S49,R,140,False,1400.0
544,2025-01-11,S41,S13,SC,140,False,700.0
545,2025-01-11,S38,S37,SC,5,True,30.0
